Code Mod,NCIC Category Assignment,Description,NC Non-Facility Rate,NC Facility Rate
90593,Other professional services,CHIKUNGUNYA VACC RECOMB IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90611,Other professional services,SMALLPOX&MONKEYPOX VAC 0.5ML,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90619,Other professional services,MENACWY-TT VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90620,Other professional services,MENB-4C VACC 2 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90621,Other professional services,MENB-FHBP VACC 2/3 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90622,Other professional services,VACCINIA VRS VAC 0.3 ML PERQ,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90623,Other professional services,MENACWY-TT MENB-FHBP VACC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90624,Other professional services,MENB-4C&MENACWY VACC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90625,Other professional services,CHOLERA VACCINE LIVE ORAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90626,Other professional services,TIC-BRN ENCEPH VAC 0.25ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90627,Other professional services,TIC-BRN ENCEPH VAC 0.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90632,Other professional services,HEPA VACCINE ADULT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90633,Other professional services,HEPA VACC PED/ADOL 2 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90634,Other professional services,HEPA VACC PED/ADOL 3 DOSE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90636,Other professional services,HEP A/HEP B VACC ADULT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90637,Other professional services,VACC QIRV MRNA 30MCG/.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90638,Other professional services,VACC QIRV MRNA 60MCG/.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90644,Other professional services,HIB-MENCY VACC 6WK-18M0 IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90647,Other professional services,HIB PRP-OMP VACC 3 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90648,Other professional services,HIB PRP-T VACCINE 4 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90649,Other professional services,4VHPV VACCINE 3 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90650,Other professional services,2VHPV VACCINE 3 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90651,Other professional services,9VHPV VACCINE 2/3 DOSE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90653,Other professional services,IIV ADJUVANT VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90655,Other professional services,IIV3 VACC NO PRSV 0.25 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90656,Other professional services,IIV3 VACC NO PRSV 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90657,Other professional services,IIV3 VACCINE SPLT 0.25 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90658,Other professional services,IIV3 VACCINE SPLT 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90660,Other professional services,LAIV3 VACCINE INTRANASAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90661,Other professional services,CCIIV3 VAC ABX FR 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90662,Other professional services,IIV NO PRSV INCREASED AG IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90664,Other professional services,LAIV VACC PANDEMIC INTRANASL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90666,Other professional services,FLU VAC PANDEM PRSRV FREE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90667,Other professional services,IIV VACC PANDEMIC ADJUVT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90668,Other professional services,IIV VACCINE PANDEMIC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90670,Other professional services,PCV13 VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90671,Other professional services,PCV15 VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90672,Other professional services,LAIV4 VACCINE INTRANASAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90673,Other professional services,RIV3 VACCINE NO PRESERV IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90674,Other professional services,CCIIV4 VAC NO PRSV 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90675,Other professional services,RABIES VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90676,Other professional services,RABIES VACCINE ID,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90677,Other professional services,PCV20 VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90678,Other professional services,RSV VACC PREF BIVALENT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90679,Other professional services,RSV VACC PREF RECOMB ADJT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90680,Other professional services,RV5 VACC 3 DOSE LIVE ORAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90681,Other professional services,RV1 VACC 2 DOSE LIVE ORAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90682,Other professional services,RIV4 VACC RECOMBINANT DNA IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90683,Other professional services,RSV VACC MRNA LIPID NANO IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90684,Other professional services,PCV21 VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90685,Other professional services,IIV4 VACC NO PRSV 0.25 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90686,Other professional services,IIV4 VACC NO PRSV 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90687,Other professional services,IIV4 VACCINE SPLT 0.25 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90688,Other professional services,IIV4 VACCINE SPLT 0.5 ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90689,Other professional services,VACC IIV4 NO PRSRV 0.25ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90690,Other professional services,TYPHOID VACCINE ORAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90691,Other professional services,TYPHOID VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90694,Other professional services,VACC AIIV4 NO PRSRV 0.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90696,Other professional services,DTAP-IPV VACCINE 4-6 YRS IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90697,Other professional services,DTAP-IPV-HIB-HEPB VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90698,Other professional services,DTAP-IPV/HIB VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90700,Other professional services,DTAP VACCINE < 7 YRS IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90702,Other professional services,DT VACCINE UNDER 7 YRS IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90707,Other professional services,MMR VACCINE SC,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90710,Other professional services,MMRV VACCINE SC,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90713,Other professional services,POLIOVIRUS IPV SC/IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90714,Other professional services,TD VACC NO PRESV 7 YRS+ IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90715,Other professional services,TDAP VACCINE 7 YRS/> IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90716,Other professional services,VAR VACCINE LIVE SUBQ,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90717,Other professional services,YELLOW FEVER VACCINE SUBQ,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90723,Other professional services,DTAP-HEP B-IPV VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90732,Other professional services,PPSV23 VACC 2 YRS+ SUBQ/IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90733,Other professional services,MPSV4 VACCINE SUBQ,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90734,Other professional services,MENACWYD/MENACWYCRM VACC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90736,Other professional services,HZV VACCINE LIVE SUBQ,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90738,Other professional services,INACTIVATED JE VACC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90739,Other professional services,HEPB VACC 2/4 DOSE ADULT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90740,Other professional services,HEPB VACC 3 DOSE IMMUNSUP IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90743,Other professional services,HEPB VACC 2 DOSE ADOLESC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90744,Other professional services,HEPB VACC 3 DOSE PED/ADOL IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90746,Other professional services,HEPB VACCINE 3 DOSE ADULT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90747,Other professional services,HEPB VACC 4 DOSE IMMUNSUP IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90748,Other professional services,HIB-HEPB VACCINE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90749,Other professional services,UNLISTED VACCINE/TOXOID,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90750,Other professional services,HZV VACC RECOMBINANT IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90756,Other professional services,CCIIV4 VACC ABX FREE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90758,Other professional services,ZAIRE EBOLAVIRUS VAC LIVE IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90759,Other professional services,HEP B VAC 3AG 10MCG 3 DOS IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90785,Other professional services,PSYTX COMPLEX INTERACTIVE,20.82,18.14
90791,Other professional services,PSYCH DIAGNOSTIC EVALUATION,244.35,211.11
90792,Other professional services,PSYCH DIAG EVAL W/MED SRVCS,273.95,240.26
90832,Other professional services,PSYTX W PT 30 MINUTES,115.80,101.87
90833,Other professional services,PSYTX W PT W E/M 30 MIN,106.22,94.55
90834,Other professional services,PSYTX W PT 45 MINUTES,152.84,134.42
90836,Other professional services,PSYTX W PT W E/M 45 MIN,134.96,120.12
90837,Other professional services,PSYTX W PT 60 MINUTES,226.34,198.93
90838,Other professional services,PSYTX W PT W E/M 60 MIN,178.92,160.05
90839,Other professional services,PSYTX CRISIS INITIAL 60 MIN,217.28,192.12
90840,Other professional services,PSYTX CRISIS EA ADDL 30 MIN,106.22,94.98
90845,Other professional services,PSYCHOANALYSIS,145.43,128.81
90846,Other professional services,FAMILY PSYTX W/O PT 50 MIN,145.71,145.28
90847,Other professional services,FAMILY PSYTX W/PT 50 MIN,151.95,151.50
90849,Other professional services,MULTIPLE FAMILY GROUP PSYTX,54.20,42.96
90853,Other professional services,GROUP PSYCHOTHERAPY,41.18,35.78
90863,Other professional services,PHARMACOLOGIC MGMT W/PSYTX,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90865,Other professional services,NARCOSYNTHESIS,224.40,170.94
90867,Other professional services,TCRANIAL MAGN STIM TX PLAN,371.16,228.29
90868,Other professional services,TCRANIAL MAGN STIM TX DELI,247.44,152.19
90869,Other professional services,TCRAN MAGN STIM REDETEMINE,309.30,190.25
90870,Other professional services,ELECTROCONVULSIVE THERAPY,239.10,147.89
90875,Other professional services,PSYCHOPHYSIOLOGICAL THERAPY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90876,Other professional services,PSYCHOPHYSIOLOGICAL THERAPY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90880,Other professional services,HYPNOTHERAPY,145.17,121.35
90882,Other professional services,ENVIRONMENTAL MANIPULATION,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90885,Other professional services,PSY EVALUATION OF RECORDS,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90887,Other professional services,CONSULTATION WITH FAMILY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90889,Other professional services,PREPARATION OF REPORT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90899,Other professional services,UNLISTED PSYC SVC/THERAPY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90901,Other professional services,BIOFEEDBACK TRAIN ANY METH,56.04,26.84
90912,Other professional services,BFB TRAINING 1ST 15 MIN,110.55,59.34
90913,Major surgery,BFB TRAINING EA ADDL 15 MIN,58.50,43.31
90935,Other professional services,HEMODIALYSIS ONE EVALUATION,98.66,98.66
90937,Other professional services,HEMODIALYSIS REPEATED EVAL,142.52,142.52
90940,Other professional services,HEMODIALYSIS ACCESS STUDY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90945,Other professional services,DIALYSIS ONE EVALUATION,119.81,119.81
90947,Other professional services,DIALYSIS REPEATED EVAL,170.00,170.00
90951,Other professional services,ESRD SERV 4 VISITS P MO <2YR,1619.67,1619.67
90952,Other professional services,ESRD SERV 2-3 VSTS P MO <2YR,870.11,870.11
90953,Other professional services,ESRD SERV 1 VISIT P MO <2YRS,664.95,664.95
90954,Other professional services,ESRD SERV 4 VSTS P MO 2-11,1397.15,1397.15
90955,Other professional services,ESRD SRV 2-3 VSTS P MO 2-11,729.08,729.08
90956,Other professional services,ESRD SRV 1 VISIT P MO 2-11,487.07,487.07
90957,Other professional services,ESRD SRV 4 VSTS P MO 12-19,1070.63,1070.63
90958,Other professional services,ESRD SRV 2-3 VSTS P MO 12-19,696.90,696.90
90959,Other professional services,ESRD SERV 1 VST P MO 12-19,454.46,454.46
90960,Other professional services,ESRD SRV 4 VISITS P MO 20+,495.24,495.24
90961,Other professional services,ESRD SRV 2-3 VSTS P MO 20+,410.90,410.90
90962,Other professional services,ESRD SERV 1 VISIT P MO 20+,283.34,283.34
90963,Other professional services,ESRD HOME PT SERV P MO <2YRS,842.84,842.84
90964,Other professional services,ESRD HOME PT SERV P MO 2-11,722.28,722.28
90965,Other professional services,ESRD HOME PT SERV P MO 12-19,695.31,695.31
90966,Other professional services,ESRD HOME PT SERV P MO 20+,410.90,410.90
90967,Other professional services,ESRD SVC PR DAY PT <2,24.36,24.36
90968,Other professional services,ESRD SVC PR DAY PT 2-11,23.88,23.88
90969,Other professional services,ESRD SVC PR DAY PT 12-19,23.40,23.40
90970,Other professional services,ESRD SVC PR DAY PT 20+,13.55,13.55
90989,Other professional services,DIALYSIS TRAINING COMPLETE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90993,Other professional services,DIALYSIS TRAINING INCOMPL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
90997,Other professional services,HEMOPERFUSION,122.81,122.81
90999,Other professional services,UNLISTED DIALYSIS PROCEDURE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91010,Other professional services,ESOPHAGUS MOTILITY STUDY,294.41,294.41
91010-26,Other professional services,ESOPHAGUS MOTILITY STUDY,88.88,88.88
91010-TC,Other professional services,ESOPHAGUS MOTILITY STUDY,205.53,205.53
91013,Other professional services,ESOPHGL MOTIL W/STIM/PERFUS,34.22,34.22
91013-26,Other professional services,ESOPHGL MOTIL W/STIM/PERFUS,12.65,12.65
91013-TC,Other professional services,ESOPHGL MOTIL W/STIM/PERFUS,21.57,21.57
91020,Other professional services,GASTRIC MOTILITY STUDIES,366.87,366.87
91020-26,Other professional services,GASTRIC MOTILITY STUDIES,99.92,99.92
91020-TC,Other professional services,GASTRIC MOTILITY STUDIES,266.96,266.96
91022,Other professional services,DUODENAL MOTILITY STUDY,235.80,235.80
91022-26,Other professional services,DUODENAL MOTILITY STUDY,99.92,99.92
91022-TC,Other professional services,DUODENAL MOTILITY STUDY,135.89,135.89
91030,Other professional services,ACID PERFUSION OF ESOPHAGUS,195.83,195.83
91030-26,Other professional services,ACID PERFUSION OF ESOPHAGUS,63.54,63.54
91030-TC,Other professional services,ACID PERFUSION OF ESOPHAGUS,132.29,132.29
91034,Other professional services,GASTROESOPHAGEAL REFLUX TEST,254.21,254.21
91034-26,Other professional services,GASTROESOPHAGEAL REFLUX TEST,68.00,68.00
91034-TC,Other professional services,GASTROESOPHAGEAL REFLUX TEST,186.21,186.21
91035,Other professional services,G-ESOPH REFLX TST W/ELECTROD,592.83,592.83
91035-26,Other professional services,G-ESOPH REFLX TST W/ELECTROD,111.90,111.90
91035-TC,Other professional services,G-ESOPH REFLX TST W/ELECTROD,480.95,480.95
91037,Other professional services,ESOPH IMPED FUNCTION TEST,225.12,225.12
91037-26,Other professional services,ESOPH IMPED FUNCTION TEST,67.68,67.68
91037-TC,Other professional services,ESOPH IMPED FUNCTION TEST,157.46,157.46
91038,Other professional services,ESOPH IMPED FUNCT TEST > 1HR,523.92,523.92
91038-26,Other professional services,ESOPH IMPED FUNCT TEST > 1HR,76.68,76.68
91038-TC,Other professional services,ESOPH IMPED FUNCT TEST > 1HR,447.24,447.24
91040,Other professional services,ESOPH BALLOON DISTENSION TST,667.55,667.55
91040-26,Other professional services,ESOPH BALLOON DISTENSION TST,67.43,67.43
91040-TC,Other professional services,ESOPH BALLOON DISTENSION TST,600.14,600.14
91065,Other professional services,BREATH HYDROGEN/METHANE TEST,88.53,88.53
91065-26,Other professional services,BREATH HYDROGEN/METHANE TEST,13.17,13.17
91065-TC,Other professional services,BREATH HYDROGEN/METHANE TEST,75.36,75.36
91110,Other professional services,GI TRC IMG INTRAL ESOPH-ILE,945.74,945.74
91110-26,Other professional services,GI TRC IMG INTRAL ESOPH-ILE,155.55,155.55
91110-TC,Other professional services,GI TRC IMG INTRAL ESOPH-ILE,790.19,790.19
91111,Other professional services,GI TRC IMG INTRAL ESOPHAGUS,1119.09,1119.09
91111-26,Other professional services,GI TRC IMG INTRAL ESOPHAGUS,62.61,62.61
91111-TC,Other professional services,GI TRC IMG INTRAL ESOPHAGUS,1056.48,1056.48
91112,Other professional services,GI WIRELESS CAPSULE MEASURE,2059.22,2059.22
91112-26,Other professional services,GI WIRELESS CAPSULE MEASURE,145.94,145.94
91112-TC,Other professional services,GI WIRELESS CAPSULE MEASURE,1913.28,1913.28
91113,Other professional services,GI TRC IMG INTRAL COLON I&R,1155.00,1155.00
91113-26,Other professional services,GI TRC IMG INTRAL COLON I&R,167.72,167.72
91113-TC,Other professional services,GI TRC IMG INTRAL COLON I&R,987.29,987.29
91117,Other professional services,COLON MOTILITY 6 HR STUDY,187.83,187.83
91120,Other professional services,RECTAL SENSATION TEST,646.23,646.23
91120-26,Other professional services,RECTAL SENSATION TEST,66.78,66.78
91120-TC,Other professional services,RECTAL SENSATION TEST,579.47,579.47
91122,Other professional services,ANORECTAL MANOMETRY,372.03,372.03
91122-26,Other professional services,ANORECTAL MANOMETRY,121.26,121.26
91122-TC,Other professional services,ANORECTAL MANOMETRY,250.77,250.77
91132,Other professional services,ELECTROGASTROGRAPHY,563.55,563.55
91132-26,Other professional services,ELECTROGASTROGRAPHY,36.21,36.21
91132-TC,Other professional services,ELECTROGASTROGRAPHY,527.34,527.34
91133,Other professional services,ELECTROGASTROGRAPHY W/TEST,591.92,591.92
91133-26,Other professional services,ELECTROGASTROGRAPHY W/TEST,46.14,46.14
91133-TC,Other professional services,ELECTROGASTROGRAPHY W/TEST,545.76,545.76
91200,Other professional services,LIVER ELASTOGRAPHY,41.39,41.39
91200-26,Other professional services,LIVER ELASTOGRAPHY,14.55,14.55
91200-TC,Other professional services,LIVER ELASTOGRAPHY,26.84,26.84
91299,Other professional services,UNLISTED DX GI PROCEDURE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91299-26,Other professional services,UNLISTED DX GI PROCEDURE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91299-TC,Other professional services,UNLISTED DX GI PROCEDURE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91304,Other professional services,SARSCOV2 VAC 5MCG/0.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91318,Other professional services,SARSCOV2 VAC 3MCG TRS-SUC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91319,Other professional services,SARSCV2 VAC 10MCG TRS-SUC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91320,Other professional services,SARSCV2 VAC 30MCG TRS-SUC IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91321,Other professional services,SARSCOV2 VAC 25 MCG/.25ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
91322,Other professional services,SARSCOV2 VAC 50 MCG/0.5ML IM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
92002,Other professional services,INTRM OPH EXAM NEW PATIENT,115.68,63.11
92004,Other professional services,COMPRE OPH EXAM NEW PT 1/>,204.62,130.04
92012,Other professional services,INTRM OPH EXAM EST PATIENT,121.53,69.42
92014,Other professional services,COMPRE OPH EXAM EST PT 1/>,172.62,104.79
92015,Other professional services,DETERMINE REFRACTIVE STATE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
92018,Other professional services,COMPL OPH EXAM GENERAL ANES,195.26,195.26
92019,Other professional services,LMTD OPH EXAM GENERAL ANES,101.57,101.57
92020,Other professional services,GONIOSCOPY,37.59,28.16
92025,Other professional services,CPTRIZED CORNEAL TOPOGRAPHY,49.98,49.98
