ARIZONA PHYSICIANS' FEE SCHEDULE,,,,,
Radiology Codes 2024,,,,,
Radiology Conversion Factor $70.00,,,,,
,,,,,
,,,,,
Code,Category,FY24 NF RVU,FY24 FAC RVU,FY24 NF RBRVS Rate,FY24 FAC RBRVS Rate
78399 26,Radiology,0,0,BR,BR
78399 TC,Radiology,0,0,BR,BR
78414 00,Radiology,-,-,289.1,289.1
78414 26,Radiology,0.62,0.62,43.4,43.4
78414 TC,Radiology,-,-,245.7,245.7
78428 00,Radiology,5.21,5.21,364.7,364.7
78428 26,Radiology,1.06,1.06,74.2,74.2
78428 TC,Radiology,4.15,4.15,290.5,290.5
78429 00,Radiology,-,-,2011.1,2011.1
78429 26,Radiology,2.32,2.32,162.4,162.4
78429 TC,Radiology,-,-,1848.7,1848.7
78430 00,Radiology,0,0,BR,BR
78430 26,Radiology,2.21,2.21,154.7,154.7
78430 TC,Radiology,0,0,BR,BR
78431 00,Radiology,-,-,2646,2646
78431 26,Radiology,2.58,2.58,180.6,180.6
78431 TC,Radiology,-,-,2465.4,2465.4
78432 00,Radiology,0,0,BR,BR
78432 26,Radiology,2.76,2.76,193.2,193.2
78432 TC,Radiology,0,0,BR,BR
78433 00,Radiology,-,-,3175.2,3175.2
78433 26,Radiology,3.02,3.02,211.4,211.4
78433 TC,Radiology,-,-,2963.8,2963.8
78434 00,Radiology,-,-,224.7,224.7
78434 26,Radiology,0.85,0.85,59.5,59.5
78434 TC,Radiology,-,-,165.2,165.2
78445 00,Radiology,5.66,5.66,396.2,396.2
78445 26,Radiology,0.72,0.72,50.4,50.4
78445 TC,Radiology,4.94,4.94,345.8,345.8
78451 00,Radiology,9.39,9.39,657.3,657.3
78451 26,Radiology,1.89,1.89,132.3,132.3
78451 TC,Radiology,7.5,7.5,525,525
78452 00,Radiology,13,13,910,910
78452 26,Radiology,2.23,2.23,156.1,156.1
78452 TC,Radiology,10.77,10.77,753.9,753.9
78453 00,Radiology,8,8,560,560
78453 26,Radiology,1.34,1.34,93.8,93.8
78453 TC,Radiology,6.66,6.66,466.2,466.2
78454 00,Radiology,11.95,11.95,836.5,836.5
78454 26,Radiology,1.87,1.87,130.9,130.9
78454 TC,Radiology,10.08,10.08,705.6,705.6
78456 00,Radiology,8.65,8.65,605.5,605.5
78456 26,Radiology,1.37,1.37,95.9,95.9
78456 TC,Radiology,7.28,7.28,509.6,509.6
78457 00,Radiology,4.64,4.64,324.8,324.8
78457 26,Radiology,1.06,1.06,74.2,74.2
78457 TC,Radiology,3.58,3.58,250.6,250.6
78458 00,Radiology,5.78,5.78,404.6,404.6
78458 26,Radiology,1.27,1.27,88.9,88.9
78458 TC,Radiology,4.51,4.51,315.7,315.7
78459 00,Radiology,-,-,3762.5,3762.5
78459 26,Radiology,2.15,2.15,150.5,150.5
78459 TC,Radiology,-,-,3612,3612
78466 00,Radiology,5,5,350,350
78466 26,Radiology,0.94,0.94,65.8,65.8
78466 TC,Radiology,4.06,4.06,284.2,284.2
78468 00,Radiology,5.5,5.5,385,385
78468 26,Radiology,1.1,1.1,77,77
78468 TC,Radiology,4.4,4.4,308,308
78469 00,Radiology,6.16,6.16,431.2,431.2
78469 26,Radiology,1.26,1.26,88.2,88.2
78469 TC,Radiology,4.9,4.9,343,343
78472 00,Radiology,6.31,6.31,441.7,441.7
78472 26,Radiology,1.35,1.35,94.5,94.5
78472 TC,Radiology,4.96,4.96,347.2,347.2
78473 00,Radiology,8.04,8.04,562.8,562.8
78473 26,Radiology,2.01,2.01,140.7,140.7
78473 TC,Radiology,6.03,6.03,422.1,422.1
78481 00,Radiology,4.96,4.96,347.2,347.2
78481 26,Radiology,1.35,1.35,94.5,94.5
78481 TC,Radiology,3.61,3.61,252.7,252.7
78483 00,Radiology,6.66,6.66,466.2,466.2
78483 26,Radiology,2.02,2.02,141.4,141.4
78483 TC,Radiology,4.64,4.64,324.8,324.8
78491 00,Radiology,-,-,1640.8,1640.8
78491 26,Radiology,2.11,2.11,147.7,147.7
78491 TC,Radiology,-,-,1493.1,1493.1
78492 00,Radiology,-,-,2893.8,2893.8
78492 26,Radiology,2.48,2.48,173.6,173.6
78492 TC,Radiology,-,-,2720.2,2720.2
78494 00,Radiology,6.36,6.36,445.2,445.2
78494 26,Radiology,1.63,1.63,114.1,114.1
78494 TC,Radiology,4.73,4.73,331.1,331.1
78496 00,Radiology,1.26,1.26,88.2,88.2
78496 26,Radiology,0.69,0.69,48.3,48.3
78496 TC,Radiology,0.57,0.57,39.9,39.9
78499 00,Radiology,0,0,BR,BR
78499 26,Radiology,0,0,BR,BR
78499 TC,Radiology,0,0,BR,BR
78579 00,Radiology,5.17,5.17,361.9,361.9
78579 26,Radiology,0.67,0.67,46.9,46.9
78579 TC,Radiology,4.5,4.5,315,315
78580 00,Radiology,6.5,6.5,455,455
78580 26,Radiology,1.02,1.02,71.4,71.4
78580 TC,Radiology,5.48,5.48,383.6,383.6
78582 00,Radiology,9.1,9.1,637,637
78582 26,Radiology,1.47,1.47,102.9,102.9
78582 TC,Radiology,7.63,7.63,534.1,534.1
78597 00,Radiology,5.51,5.51,385.7,385.7
78597 26,Radiology,0.99,0.99,69.3,69.3
78597 TC,Radiology,4.52,4.52,316.4,316.4
78598 00,Radiology,8.26,8.26,578.2,578.2
78598 26,Radiology,1.14,1.14,79.8,79.8
78598 TC,Radiology,7.12,7.12,498.4,498.4
78599 00,Radiology,0,0,BR,BR
78599 26,Radiology,0,0,BR,BR
78599 TC,Radiology,0,0,BR,BR
78600 00,Radiology,5.05,5.05,353.5,353.5
78600 26,Radiology,0.61,0.61,42.7,42.7
78600 TC,Radiology,4.44,4.44,310.8,310.8
78601 00,Radiology,6.01,6.01,420.7,420.7
78601 26,Radiology,0.7,0.7,49,49
78601 TC,Radiology,5.31,5.31,371.7,371.7
78605 00,Radiology,5.58,5.58,390.6,390.6
78605 26,Radiology,0.75,0.75,52.5,52.5
78605 TC,Radiology,4.83,4.83,338.1,338.1
78606 00,Radiology,9.04,9.04,632.8,632.8
78606 26,Radiology,0.88,0.88,61.6,61.6
78606 TC,Radiology,8.16,8.16,571.2,571.2
78608 00,Radiology,-,-,3552.5,3552.5
78608 26,Radiology,2.03,2.03,142.1,142.1
78608 TC,Radiology,-,-,3410.4,3410.4
78609 00,Radiology,2.11,2.11,147.7,147.7
78609 26,Radiology,2.11,2.11,147.7,147.7
78609 TC,Radiology,0,0,BR,BR
78610 00,Radiology,4.86,4.86,340.2,340.2
78610 26,Radiology,0.41,0.41,28.7,28.7
78610 TC,Radiology,4.45,4.45,311.5,311.5
78630 00,Radiology,9.23,9.23,646.1,646.1
78630 26,Radiology,0.93,0.93,65.1,65.1
78630 TC,Radiology,8.3,8.3,581,581
78635 00,Radiology,9.26,9.26,648.2,648.2
78635 26,Radiology,0.86,0.86,60.2,60.2
78635 TC,Radiology,8.4,8.4,588,588
78645 00,Radiology,8.86,8.86,620.2,620.2
78645 26,Radiology,0.78,0.78,54.6,54.6
78645 TC,Radiology,8.08,8.08,565.6,565.6
78650 00,Radiology,7.43,7.43,520.1,520.1
78650 26,Radiology,0.72,0.72,50.4,50.4
78650 TC,Radiology,6.71,6.71,469.7,469.7
78660 00,Radiology,3.98,3.98,278.6,278.6
78660 26,Radiology,0.62,0.62,43.4,43.4
78660 TC,Radiology,3.36,3.36,235.2,235.2
78699 00,Radiology,0,0,BR,BR
78699 26,Radiology,0,0,BR,BR
78699 TC,Radiology,0,0,BR,BR
78700 00,Radiology,4.75,4.75,332.5,332.5
78700 26,Radiology,0.61,0.61,42.7,42.7
78700 TC,Radiology,4.14,4.14,289.8,289.8
78701 00,Radiology,6.24,6.24,436.8,436.8
78701 26,Radiology,0.68,0.68,47.6,47.6
78701 TC,Radiology,5.56,5.56,389.2,389.2
78707 00,Radiology,6.45,6.45,451.5,451.5
78707 26,Radiology,1.3,1.3,91,91
78707 TC,Radiology,5.15,5.15,360.5,360.5
78708 00,Radiology,5.25,5.25,367.5,367.5
78708 26,Radiology,1.65,1.65,115.5,115.5
78708 TC,Radiology,3.6,3.6,252,252
78709 00,Radiology,10.13,10.13,709.1,709.1
78709 26,Radiology,1.92,1.92,134.4,134.4
78709 TC,Radiology,8.21,8.21,574.7,574.7
78725 00,Radiology,2.9,2.9,203,203
78725 26,Radiology,0.5,0.5,35,35
78725 TC,Radiology,2.4,2.4,168,168
78730 00,Radiology,2.05,2.05,143.5,143.5
78730 26,Radiology,0.22,0.22,15.4,15.4
78730 TC,Radiology,1.83,1.83,128.1,128.1
78740 00,Radiology,6.31,6.31,441.7,441.7
78740 26,Radiology,0.78,0.78,54.6,54.6
78740 TC,Radiology,5.53,5.53,387.1,387.1
78761 00,Radiology,5.91,5.91,413.7,413.7
78761 26,Radiology,1,1,70,70
78761 TC,Radiology,4.91,4.91,343.7,343.7
78799 00,Radiology,0,0,BR,BR
78799 26,Radiology,0,0,BR,BR
78799 TC,Radiology,0,0,BR,BR
78800 00,Radiology,6.97,6.97,487.9,487.9
78800 26,Radiology,0.91,0.91,63.7,63.7
78800 TC,Radiology,6.06,6.06,424.2,424.2
78801 00,Radiology,7.47,7.47,522.9,522.9
78801 26,Radiology,1,1,70,70
78801 TC,Radiology,6.47,6.47,452.9,452.9
78802 00,Radiology,8.44,8.44,590.8,590.8
78802 26,Radiology,1.09,1.09,76.3,76.3
78802 TC,Radiology,7.35,7.35,514.5,514.5
78803 00,Radiology,10.42,10.42,729.4,729.4
78803 26,Radiology,1.48,1.48,103.6,103.6
78803 TC,Radiology,8.94,8.94,625.8,625.8
78804 00,Radiology,17.58,17.58,1230.6,1230.6
78804 26,Radiology,1.38,1.38,96.6,96.6
78804 TC,Radiology,16.2,16.2,1134,1134
78808 00,Radiology,1.19,1.19,83.3,83.3
78811 00,Radiology,-,-,3657.5,3657.5
78811 26,Radiology,2.09,2.09,146.3,146.3
78811 TC,Radiology,-,-,3511.2,3511.2
78812 00,Radiology,-,-,4620,4620
78812 26,Radiology,2.64,2.64,184.8,184.8
78812 TC,Radiology,-,-,4435.2,4435.2
78813 00,Radiology,-,-,4725,4725
78813 26,Radiology,2.7,2.7,189,189
78813 TC,Radiology,-,-,4536,4536
78814 00,Radiology,-,-,5232.5,5232.5
78814 26,Radiology,2.99,2.99,209.3,209.3
78814 TC,Radiology,-,-,5023.2,5023.2
78815 00,Radiology,-,-,5827.5,5827.5
78815 26,Radiology,3.33,3.33,233.1,233.1
78815 TC,Radiology,-,-,5594.4,5594.4
78816 00,Radiology,-,-,5880,5880
78816 26,Radiology,3.36,3.36,235.2,235.2
78816 TC,Radiology,-,-,5644.8,5644.8
78830 00,Radiology,13.05,13.05,913.5,913.5
78830 26,Radiology,1.98,1.98,138.6,138.6
78830 TC,Radiology,11.07,11.07,774.9,774.9
78831 00,Radiology,19.52,19.52,1366.4,1366.4
78831 26,Radiology,2.5,2.5,175,175
78831 TC,Radiology,17.02,17.02,1191.4,1191.4
78832 00,Radiology,24.66,24.66,1726.2,1726.2
78832 26,Radiology,2.84,2.84,198.8,198.8
78832 TC,Radiology,21.82,21.82,1527.4,1527.4
78835 00,Radiology,2.67,2.67,186.9,186.9
78835 26,Radiology,0.62,0.62,43.4,43.4
78835 TC,Radiology,2.05,2.05,143.5,143.5
78999 00,Radiology,0,0,BR,BR
78999 26,Radiology,0,0,BR,BR
78999 TC,Radiology,0,0,BR,BR
79005 00,Radiology,4.01,4.01,280.7,280.7
79005 26,Radiology,2.47,2.47,172.9,172.9
79005 TC,Radiology,1.54,1.54,107.8,107.8
79101 00,Radiology,4.36,4.36,305.2,305.2
79101 26,Radiology,2.75,2.75,192.5,192.5
79101 TC,Radiology,1.61,1.61,112.7,112.7
79200 00,Radiology,3.9,3.9,273,273
79200 26,Radiology,2.32,2.32,162.4,162.4
79200 TC,Radiology,1.58,1.58,110.6,110.6
79300 00,Radiology,-,-,467.6,467.6
79300 26,Radiology,1.87,1.87,130.9,130.9
79300 TC,Radiology,-,-,336.7,336.7
79403 00,Radiology,6.27,6.27,438.9,438.9
79403 26,Radiology,3.24,3.24,226.8,226.8
79403 TC,Radiology,3.03,3.03,212.1,212.1
79440 00,Radiology,3.51,3.51,245.7,245.7
79440 26,Radiology,2.32,2.32,162.4,162.4
79440 TC,Radiology,1.19,1.19,83.3,83.3
79445 00,Radiology,-,-,408.8,408.8
79445 26,Radiology,3.21,3.21,224.7,224.7
79445 TC,Radiology,-,-,184.1,184.1
79999 00,Radiology,0,0,BR,BR
79999 26,Radiology,0,0,BR,BR
79999 TC,Radiology,0,0,BR,BR
80047 00,Pathology,0.419310901,0.419310901,28.51314126,28.51314126
80048 00,Pathology,0.258366367,0.258366367,17.56891297,17.56891297
80050 00,Pathology,-,-,320.96,320.96
80051 00,Pathology,0.214083716,0.214083716,14.55769266,14.55769266
80053 00,Pathology,0.322499863,0.322499863,21.92999066,21.92999066
80055 00,Pathology,1.460105912,1.460105912,99.28720201,99.28720201
80061 00,Pathology,0.408927383,0.408927383,27.80706201,27.80706201
80069 00,Pathology,0.265085114,0.265085114,18.02578777,18.02578777
80074 00,Pathology,1.454608755,1.454608755,98.91339535,98.91339535
80076 00,Pathology,0.249509837,0.249509837,16.96666891,16.96666891
80081 00,Pathology,2.286206412,2.286206412,155.462036,155.462036
80143 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80145 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80150 00,Pathology,0.460539577,0.460539577,31.3166912,31.3166912
80151 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80155 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80156 00,Pathology,0.444964299,0.444964299,30.25757233,30.25757233
80157 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80158 00,Pathology,0.551242663,0.551242663,37.48450107,37.48450107
80159 00,Pathology,0.615376158,0.615376158,41.84557876,41.84557876
80161 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80162 00,Pathology,0.405568009,0.405568009,27.57862461,27.57862461
80163 00,Pathology,0.405568009,0.405568009,27.57862461,27.57862461
80164 00,Pathology,0.413508347,0.413508347,28.11856756,28.11856756
80165 00,Pathology,0.413508347,0.413508347,28.11856756,28.11856756
80167 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80168 00,Pathology,0.499019674,0.499019674,33.93333781,33.93333781
80169 00,Pathology,0.419310901,0.419310901,28.51314126,28.51314126
80170 00,Pathology,0.500241264,0.500241264,34.01640596,34.01640596
80171 00,Pathology,0.661796593,0.661796593,45.00216832,45.00216832
80173 00,Pathology,0.481917408,0.481917408,32.77038376,32.77038376
80175 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80176 00,Pathology,0.44862907,0.44862907,30.50677677,30.50677677
80177 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80178 00,Pathology,0.201867812,0.201867812,13.7270112,13.7270112
80179 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80180 00,Pathology,0.551242663,0.551242663,37.48450107,37.48450107
80181 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80183 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80184 00,Pathology,0.467258324,0.467258324,31.77356601,31.77356601
80185 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80186 00,Pathology,0.420227094,0.420227094,28.57544237,28.57544237
80187 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80188 00,Pathology,0.506654614,0.506654614,34.45251373,34.45251373
80189 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80190 00,Pathology,1.832385583,1.832385583,124.6022196,124.6022196
80192 00,Pathology,0.511540975,0.511540975,34.78478631,34.78478631
80193 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80194 00,Pathology,0.445880492,0.445880492,30.31987344,30.31987344
80195 00,Pathology,0.419310901,0.419310901,28.51314126,28.51314126
80197 00,Pathology,0.419310901,0.419310901,28.51314126,28.51314126
80198 00,Pathology,0.431832202,0.431832202,29.36458976,29.36458976
80199 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80200 00,Pathology,0.492606324,0.492606324,33.49723004,33.49723004
80201 00,Pathology,0.364033936,0.364033936,24.75430763,24.75430763
80202 00,Pathology,0.413508347,0.413508347,28.11856756,28.11856756
80203 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
80204 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80210 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80220 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80230 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80235 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80280 00,Pathology,1.177918532,1.177918532,80.09846019,80.09846019
80285 00,Pathology,0.827932886,0.827932886,56.29943624,56.29943624
80299 00,Pathology,0.569261121,0.569261121,38.70975623,38.70975623
80305 00,Pathology,0.384800972,0.384800972,26.16646612,26.16646612
80306 00,Pathology,0.523451482,0.523451482,35.59470074,35.59470074
80307 00,Pathology,1.897740669,1.897740669,129.0463655,129.0463655
80320 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80321 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80322 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80323 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80324 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80325 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80326 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80327 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80328 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80329 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80330 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80331 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80332 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80333 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80334 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80335 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80336 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80337 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80338 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80339 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80340 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80341 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80342 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80343 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80344 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80345 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80346 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80347 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80348 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80349 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80350 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80351 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80352 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80353 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80354 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80355 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80356 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80357 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80358 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80359 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80360 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80361 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80362 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80363 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80364 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80365 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80366 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80367 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80368 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80369 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80370 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80371 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80372 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80373 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80374 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80375 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80376 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80377 00,Pathology,0,0,See G0480-G0483,See G0480-G0483
80400 00,Pathology,0.996206962,0.996206962,67.74207341,67.74207341
80402 00,Pathology,2.655737505,2.655737505,180.5901503,180.5901503
80406 00,Pathology,2.390041595,2.390041595,162.5228285,162.5228285
80408 00,Pathology,3.832739844,3.832739844,260.6263094,260.6263094
80410 00,Pathology,2.454480488,2.454480488,166.9046732,166.9046732
80412 00,Pathology,24.48128218,24.48128218,1664.727188,1664.727188
80414 00,Pathology,1.577073192,1.577073192,107.240977,107.240977
80415 00,Pathology,1.70686717,1.70686717,116.0669676,116.0669676
80416 00,Pathology,6.392582503,6.392582503,434.6956102,434.6956102
80417 00,Pathology,1.34344403,1.34344403,91.35419403,91.35419403
80418 00,Pathology,17.69717996,17.69717996,1203.408237,1203.408237
80420 00,Pathology,4.943776302,4.943776302,336.1767886,336.1767886
80422 00,Pathology,1.40696673,1.40696673,95.67373764,95.67373764
80424 00,Pathology,1.542257866,1.542257866,104.8735349,104.8735349
80426 00,Pathology,4.532405739,4.532405739,308.2035903,308.2035903
80428 00,Pathology,2.037001973,2.037001973,138.5161342,138.5161342
80430 00,Pathology,3.949707124,3.949707124,268.5800844,268.5800844
80432 00,Pathology,5.057689606,5.057689606,343.9228932,343.9228932
80434 00,Pathology,8.704747711,8.704747711,591.9228444,591.9228444
80435 00,Pathology,3.145595251,3.145595251,213.900477,213.900477
80436 00,Pathology,2.784004496,2.784004496,189.3123057,189.3123057
80438 00,Pathology,1.539509287,1.539509287,104.6866315,104.6866315
80439 00,Pathology,2.05257725,2.05257725,139.575253,139.575253
80503 00,Pathology,0.8,0.65,54.4,44.2
80504 00,Pathology,1.58,1.4,107.44,95.2
80505 00,Pathology,2.85,2.63,193.8,178.84
80506 00,Pathology,1.26,1.26,85.68,85.68
81000 00,Pathology,0.122769834,0.122769834,8.348348715,8.348348715
81001 00,Pathology,0.096811038,0.096811038,6.583150604,6.583150604
81002 00,Pathology,0.106278364,0.106278364,7.226928739,7.226928739
81003 00,Pathology,0.068714459,0.068714459,4.672583236,4.672583236
81005 00,Pathology,0.066271279,0.066271279,4.506446943,4.506446943
81007 00,Pathology,0.915581996,0.915581996,62.25957574,62.25957574
81015 00,Pathology,0.093146267,0.093146267,6.333946165,6.333946165
81020 00,Pathology,0.143536871,0.143536871,9.760507204,9.760507204
81025 00,Pathology,0.262947331,0.262947331,17.88041852,17.88041852
81050 00,Pathology,0.111164725,0.111164725,7.559201324,7.559201324
81099 00,Pathology,0,0,BR,BR
81105 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81106 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81107 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81108 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81109 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81110 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81111 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81112 00,Pathology,3.732569432,3.732569432,253.8147214,253.8147214
81120 00,Pathology,5.901808565,5.901808565,401.3229824,401.3229824
81121 00,Pathology,9.033355526,9.033355526,614.2681757,614.2681757
81161 00,Pathology,8.52059296,8.52059296,579.4003213,579.4003213
81162 00,Pathology,55.73139671,55.73139671,3789.734976,3789.734976
81163 00,Pathology,14.29260755,14.29260755,971.8973131,971.8973131
81164 00,Pathology,17.84224382,17.84224382,1213.27258,1213.27258
81165 00,Pathology,8.639087228,8.639087228,587.4579315,587.4579315
81166 00,Pathology,9.20315659,9.20315659,625.8146481,625.8146481
81167 00,Pathology,8.639087228,8.639087228,587.4579315,587.4579315
81168 00,Pathology,6.331197586,6.331197586,430.5214359,430.5214359
81170 00,Pathology,9.161927914,9.161927914,623.0110982,623.0110982
81171 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81172 00,Pathology,8.393242162,8.393242162,570.740467,570.740467
81173 00,Pathology,9.20315659,9.20315659,625.8146481,625.8146481
81174 00,Pathology,5.655963499,5.655963499,384.6055179,384.6055179
81175 00,Pathology,20.66014745,20.66014745,1404.890026,1404.890026
81176 00,Pathology,7.387567875,7.387567875,502.3546155,502.3546155
81177 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81178 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81179 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81180 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81181 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81182 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81183 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81184 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81185 00,Pathology,25.84488245,25.84488245,1757.452007,1757.452007
81186 00,Pathology,5.655963499,5.655963499,384.6055179,384.6055179
81187 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81188 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81189 00,Pathology,8.393242162,8.393242162,570.740467,570.740467
81190 00,Pathology,5.655963499,5.655963499,384.6055179,384.6055179
81191 00,Pathology,6.331197586,6.331197586,430.5214359,430.5214359
81192 00,Pathology,6.331197586,6.331197586,430.5214359,430.5214359
81193 00,Pathology,6.331197586,6.331197586,430.5214359,430.5214359
81194 00,Pathology,15.82814666,15.82814666,1076.313973,1076.313973
81200 00,Pathology,1.443003646,1.443003646,98.12424796,98.12424796
81201 00,Pathology,23.82101258,23.82101258,1619.828855,1619.828855
81202 00,Pathology,8.55113272,8.55113272,581.4770249,581.4770249
81203 00,Pathology,6.107951943,6.107951943,415.3407321,415.3407321
81204 00,Pathology,4.183947081,4.183947081,284.5084015,284.5084015
81205 00,Pathology,2.900971775,2.900971775,197.2660807,197.2660807
81206 00,Pathology,5.007299003,5.007299003,340.4963322,340.4963322
81207 00,Pathology,4.423378797,4.423378797,300.7897582,300.7897582
81208 00,Pathology,6.55444323,6.55444323,445.7021396,445.7021396
81209 00,Pathology,1.200517954,1.200517954,81.63522089,81.63522089
81210 00,Pathology,5.356673854,5.356673854,364.2538221,364.2538221
81212 00,Pathology,13.43749427,13.43749427,913.7496106,913.7496106
81215 00,Pathology,11.46004483,11.46004483,779.2830486,779.2830486
81216 00,Pathology,5.653520318,5.653520318,384.4393816,384.4393816
81217 00,Pathology,11.46004483,11.46004483,779.2830486,779.2830486
81218 00,Pathology,7.387567875,7.387567875,502.3546155,502.3546155
81219 00,Pathology,3.714550974,3.714550974,252.5894662,252.5894662
81220 00,Pathology,16.99843026,16.99843026,1155.893257,1155.893257
81221 00,Pathology,2.969075439,2.969075439,201.8971299,201.8971299
